# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 14 04:22:42 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
loc_rowid,pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_lum
3913,K2-60 b,3.00260000,,,,,,,,5630.00,1.45,1.00,0.282
3914,K2-60 b,3.00234671,,,,,,,,5630.00,1.45,1.00,0.282
3915,K2-60 b,3.00265400,,10.450,,,,,,,1.52,,
3916,K2-60 b,3.00262700,0.041790,9.900,,,,,,5749.00,1.47,1.08,
3917,K2-60 b,3.00263760,,6.450,,,,,,5425.00,0.86,,
3918,K2-60 b,3.00265000,0.045000,7.656,135.39558,1.70000,0.000000,1400,G4 V,5500.00,1.12,0.97,
3919,K2-61 b,2.57275378,,,,,,,,5718.00,1.00,1.02,-0.015
3920,K2-61 b,2.57341300,,1.933,,,,,,5761.00,1.02,1.03,
3921,K2-61 b,2.57333000,,2.030,,,,,,,1.05,,
3922,K2-61 b,2.57353520,,1.940,,,,,,5680.00,0.95,,
3923,K2-61 b,2.57302000,0.039200,2.480,,,,,,6293.00,1.36,1.21,
3924,K2-62 b,6.67176860,,2.180,,,,,,4500.00,0.69,,
3925,K2-62 b,6.67202000,0.063600,2.140,,,,,,4880.00,0.73,0.77,
3926,K2-62 b,6.67177400,,1.926,,,,,,4636.00,0.65,0.68,
3927,K2-62 b,6.67010938,,,,,,,,4555.00,0.70,0.72,-0.727
3928,K2-62 b,6.67196000,,1.697,,,,,,,0.58,,
3929,K2-62 c,16.19803000,,1.730,,,,,,,0.58,,
3930,K2-62 c,16.19720100,,1.891,,,,,,4636.00,0.65,0.68,
3931,K2-62 c,16.19718900,,2.110,,,,,,4500.00,0.69,,
3932,K2-62 c,16.19660000,0.114800,2.140,,,,,,4880.00,0.73,0.77,
3933,K2-63 b,20.25820900,,2.080,,,,,,5686.00,0.95,,
3934,K2-63 b,20.26530000,,2.890,,,,,,,1.27,,
3935,K2-63 b,20.25700000,0.162700,3.220,,,,,,6771.00,1.63,1.40,
3936,K2-63 c,25.45781500,,2.990,,,,,,5686.00,0.95,,
3937,K2-63 c,25.45560000,0.189000,3.900,,,,,,6771.00,1.63,1.40,
3938,K2-63 c,25.45690000,,3.660,,,,,,,1.27,,
3939,K2-64 b,6.53147301,,,,,,,,5391.00,0.88,0.94,-0.234
3940,K2-64 b,6.53142000,,2.790,,,,,,,0.87,,
3941,K2-64 b,6.53111780,,2.850,,,,,,5313.00,0.82,,
3942,K2-64 b,6.53044000,0.061900,2.070,,,,,,5312.00,0.73,0.74,
3943,K2-65 b,12.64655000,,1.470,,,,,,,0.72,,
3944,K2-65 b,12.64781500,,1.382,,,,,,4799.00,0.67,0.70,
3945,K2-65 b,12.64784900,,1.650,,,,,,4711.00,0.72,,
3946,K2-65 b,12.64750000,0.101400,1.580,,,,,,5213.00,0.84,0.87,
3947,K2-65 b,12.65309622,,,,,,,,,,,
3948,K2-66 b,5.06965000,0.060690,2.490,,,,,,5958.00,1.71,1.16,
3949,K2-66 b,5.06892320,,2.930,,,,,,6490.00,1.59,,
3950,K2-66 b,5.06963000,0.059830,2.490,21.30000,7.80000,0.000000,1372,,5887.00,1.67,1.11,
3951,K2-68 b,8.05423000,,1.730,,,,,,,0.66,,
3952,K2-68 b,8.05428000,0.070800,1.580,,,,,,4746.00,0.68,0.73,
3953,K2-68 b,8.05493210,,2.010,,,,,,4720.00,0.72,,
3954,K2-68 b,8.05478700,,1.828,,,,,,4893.00,0.70,0.75,
3955,K2-69 b,7.06599000,0.059100,2.320,,,,,,4127.00,0.49,0.55,
3956,K2-69 b,7.06500000,,2.400,,,,,,,0.49,,
3957,K2-69 b,7.06588740,,3.070,,,,,,4059.00,0.61,,
3958,K2-7 b,28.69110000,,4.300,,,,,,,1.60,,
3959,K2-7 b,28.67992000,0.181400,2.670,,,,651,,5772.00,0.96,0.97,
3960,K2-7 b,28.67770000,0.186400,4.120,,,,,,5715.00,2.13,1.05,
3961,K2-70 b,13.97876000,,2.770,,,,,,5026.00,0.77,,
3962,K2-70 b,13.97896000,0.111200,2.890,,,,,,5622.00,0.93,0.94,
3963,K2-70 b,13.97820000,,2.690,,,,,,,0.78,,
3964,K2-70 b,13.97851800,,2.750,,,,,,5131.00,0.80,0.85,
3965,K2-70 b,13.98746633,,,,,,,,5064.00,0.79,0.85,-0.429
3966,K2-71 b,6.98627940,,3.320,,,,,,3891.00,0.57,,
3967,K2-71 b,6.98541000,0.055900,2.150,,,,,,4006.00,0.43,0.48,
3968,K2-72 b,5.57739000,0.037000,0.750,,,,,,3497.00,0.23,0.22,
3969,K2-72 b,5.57721200,0.040000,1.080,,,0.110000,,,3360.47,0.33,0.27,
3970,K2-72 b,5.57731470,,1.540,,,,,,3563.00,0.43,,
3971,K2-72 c,15.18903400,0.078000,1.160,,,0.110000,,,3360.47,0.33,0.27,
3972,K2-72 c,15.18710000,0.072200,0.860,,,,,,3497.00,0.23,0.22,
3973,K2-72 d,7.75990000,0.046100,0.730,,,,,,3497.00,0.23,0.22,
3974,K2-72 d,7.76017800,0.050000,1.010,,,0.110000,,,3360.47,0.33,0.27,
3975,K2-72 e,24.15886800,0.106000,1.290,,,0.110000,,,3360.47,0.33,0.27,
3976,K2-72 e,24.16690000,0.098000,0.820,,,,,,3497.00,0.23,0.22,
3977,K2-73 b,7.49500000,,,,,,,,5865.00,1.06,1.06,0.076
3978,K2-73 b,7.49566130,,4.740,,,,,,6634.00,1.77,,
3979,K2-73 b,7.49569200,,2.625,,,,,,5844.00,1.05,1.04,
3980,K2-73 b,7.49543000,0.076190,2.450,,,,,,5922.00,1.06,1.05,
3981,K2-73 b,7.49569000,,2.710,,,,,,,1.08,,
3982,K2-73 b,7.49491004,,,,,,,,5865.00,1.06,1.06,0.076
3983,K2-74 b,19.56660000,0.140200,2.310,,,,,,6060.00,0.98,0.96,
3984,K2-74 b,19.56555700,,2.959,,,,,,5929.00,1.09,0.99,
3985,K2-74 b,19.56880000,,3.660,,,,,,,1.05,,
3986,K2-74 b,19.56508600,,2.940,,,,,,5804.00,1.01,,
3987,K2-75 b,7.81420000,0.081000,2.670,,,,,,5995.00,1.56,1.16,
3988,K2-75 b,7.81794900,,2.549,,,,,,6022.00,1.24,1.17,
3989,K2-75 b,7.81733990,,2.160,,,,,,5800.00,1.01,,
3990,K2-75 b,7.81751000,,3.080,,,,,,,1.49,,
3991,K2-75 c,18.28606900,,2.626,,,,,,6022.00,1.24,1.17,
3992,K2-75 c,18.28325700,,2.310,,,,,,5800.00,1.01,,
3993,K2-75 c,18.28900000,,3.160,,,,,,,1.49,,
3994,K2-75 c,18.31100000,0.142900,2.770,,,,,,5995.00,1.56,1.16,
3995,K2-77 b,8.19981400,,2.498,,,,,,5070.00,0.78,0.85,
3996,K2-77 b,8.20080000,,,,,,,,4865.60,0.79,0.79,-0.498
3997,K2-77 b,8.19979600,,2.300,603.87700,,0.140000,,,4970.00,0.76,0.80,-0.500
3998,K2-77 b,8.20075000,0.076000,2.470,,,,,,5297.00,0.83,0.87,
3999,K2-77 b,8.20023000,,2.530,,,,,,,0.78,,
4000,K2-79 b,10.99394800,,3.147,,,,,,5839.00,1.04,1.06,
4001,K2-79 b,10.99501000,,4.550,,,,,,,1.37,,
4002,K2-79 b,10.99573000,0.098700,3.690,,,,,,5926.00,1.28,1.06,
4003,K2-8 b,10.35848367,,,,,,,,4779.00,0.77,0.77,-0.553
4004,K2-8 b,10.35160000,,2.860,,,,,,,0.71,,
4005,K2-8 b,10.35239000,0.085600,3.580,,,,631,K3 V,4870.00,0.74,0.78,
4006,K2-8 b,10.35326300,,3.090,,,,,,4797.00,0.73,,
4007,K2-8 b,10.35350000,0.087700,3.320,,,,,,5147.00,0.80,0.84,
4008,K2-8 b,10.35176000,0.085600,2.970,,,,691,,4890.00,0.74,0.79,
4009,K2-8 c,5.06416000,0.053200,2.410,,,,801,K3 V,4870.00,0.74,0.78,
4010,K2-8 c,5.06468000,,2.310,,,,877,,,,,
4011,K2-8 c,5.06390640,,2.460,,,,,,4797.00,0.73,,
4012,K2-8 c,5.06347000,,2.320,,,,,,,0.71,,
4013,K2-8 c,5.06408000,0.054500,2.440,,,,,,5147.00,0.80,0.84,
4014,K2-80 b,19.09120000,,2.030,,,,,,,0.79,,
4015,K2-80 b,19.09180000,0.135000,2.010,,,,,,5441.00,0.87,0.90,
4016,K2-80 b,19.09995000,,2.113,,,,,,5377.00,0.84,0.91,
4017,K2-80 c,5.60500000,0.059600,1.470,,,,,,5441.00,0.87,0.90,
4018,K2-80 c,5.60530900,,1.489,,,,,,5377.00,0.84,0.91,
4019,K2-80 c,5.60473000,,1.410,,,,,,,0.79,,
4020,K2-80 d,28.88190000,,2.390,,,,,,,0.79,,
4021,K2-80 d,28.86725300,,2.552,,,,,,5377.00,0.84,0.91,
4022,K2-81 b,6.10232500,0.059000,1.970,,,0.060000,,,4674.13,0.63,0.75,
4023,K2-81 b,6.10224000,0.057900,1.820,,,,,,4530.00,0.63,0.70,
4024,K2-81 b,6.10241000,,2.380,,,,,,,0.70,,
4025,K2-81 b,6.10099028,,,,,,,,4784.00,0.76,0.77,-0.569
4026,K2-83 b,2.74712800,,1.360,,,,,,,0.42,,
4027,K2-83 b,2.74697000,0.030140,1.244,,,,,,3910.00,0.42,0.48,
4028,K2-83 b,2.74722700,0.032000,1.710,,,0.070000,,,3875.75,0.55,0.59,
4029,K2-83 c,9.99767000,0.071310,1.483,,,,,,3910.00,0.42,0.48,
4030,K2-83 c,9.99791000,,1.700,,,,,,,0.42,,
4031,K2-83 c,10.00102551,,,,,,,,3848.00,0.56,0.56,-1.204
4032,K2-83 c,9.99744200,0.076000,2.110,,,0.060000,,,3875.75,0.55,0.59,
4033,K2-84 b,6.42149000,,2.510,,,,,,,0.84,,
4034,K2-84 b,6.42150000,0.066500,2.410,,,,,,5652.00,0.93,0.95,
4035,K2-84 c,27.86000000,0.176800,2.030,,,,,,5652.00,0.93,0.95,
4036,K2-84 c,27.85220000,,2.160,,,,,,,0.84,,
4037,K2-85 b,0.68453300,0.012630,1.010,,,,,,4268.00,0.51,0.57,
4038,K2-85 b,0.68455700,0.013000,1.370,,,0.240000,,,4376.21,0.68,0.70,
4039,K2-85 b,0.68454100,,1.360,,,,,,,0.67,,
4040,K2-85 b,0.68457500,,1.400,,,,,,4462.00,0.71,,
4041,K2-85 b,0.68455300,,1.276,,,,,,4441.00,0.65,0.68,
4042,K2-85 b,0.68458757,,,,,,,,4222.00,0.73,0.66,-0.812
4043,K2-86 b,8.77683000,0.077000,1.960,,,,,,5482.00,0.76,0.79,
4044,K2-86 b,8.77586400,,1.975,,,,,,5129.00,0.72,0.76,
4045,K2-86 b,8.77709000,,5.100,,,,,,,0.80,,
4046,K2-87 b,9.72739000,0.087600,4.600,,,,,,5406.00,0.93,0.95,
4047,K2-87 b,9.72664000,,8.420,,,,,,,1.51,,
4048,K2-87 b,9.72661800,0.094000,7.600,,,,979,,5747.00,1.40,1.16,
4049,K2-88 b,4.61244000,,1.270,,,,,,,0.26,,
4050,K2-88 b,4.61228000,0.042000,2.300,,,0.260000,,,3624.15,0.46,0.48,
4051,K2-88 b,4.61220000,0.034500,1.230,,,,,,3537.00,0.26,0.26,
4052,K2-89 b,1.09596200,,0.617,,,,,,,0.32,,
4053,K2-89 b,1.09602600,0.014620,0.615,,,,,,3691.00,0.32,0.35,
4054,K2-89 b,1.09597900,0.017000,1.080,,,0.150000,,,3677.00,0.54,0.53,-1.327
4055,K2-9 b,18.44740000,0.109800,5.600,,,,,,4052.00,0.47,0.52,
4056,K2-9 b,18.44865300,,3.330,,,,,,3765.00,0.52,,
4057,K2-9 b,18.44980000,0.091000,2.250,,,,314,M2.5 V,3390.00,0.31,0.30,-1.921
4058,K2-9 b,18.44883000,0.084800,1.600,,,,284,,3468.00,0.25,0.24,
4059,K2-9 b,18.44951000,,3.090,,,,,,,0.47,,
4060,K2-90 b,13.73490700,0.100000,2.530,,,0.070000,,,4421.98,0.63,0.70,
4061,K2-90 b,13.71468745,,,,,,,,4133.13,0.65,0.65,-0.953
4062,K2-90 b,13.73288000,,2.640,,,,,,,0.65,,
4063,K2-90 b,13.73331400,0.096000,2.600,,,,502,,4484.00,0.62,0.63,
4064,K2-90 b,13.73110000,0.092600,2.040,,,,,,4136.00,0.49,0.56,
4065,K2-90 c,2.90032000,0.032800,1.020,,,,,,4136.00,0.49,0.56,
4066,K2-90 c,2.90022000,,1.360,,,,,,,0.65,,
4067,K2-90 c,2.90070600,0.035000,1.300,,,0.190000,,,4421.98,0.63,0.70,
4068,K2-91 b,1.41954900,0.016400,1.100,,,,,,3622.00,0.28,0.29,
4069,K2-91 b,1.41929871,,,,,,,,3326.00,0.36,0.35,-1.841
4070,K2-91 b,1.41971400,,1.180,,,,,,,0.28,,
4071,K2-91 b,1.41960400,0.018000,1.220,,,0.090000,,,3488.90,0.32,0.38,
4072,K2-95 b,10.13389000,0.065300,3.470,,,,,M3.0,3471.00,0.40,0.36,-1.678
4073,K2-95 b,10.13427900,,14.800,,,,,,,0.43,,
4074,K2-95 b,10.13446000,,1.920,,,,,,,0.23,,
4075,K2-95 b,10.13423100,,1.760,,,,,,,0.23,,
4076,K2-95 b,10.13464540,0.052500,3.310,,,,474,,3566.00,0.40,0.41,
4077,K2-95 b,10.13401600,0.069600,3.880,,,,383,,3548.00,0.42,0.44,
4078,K2-95 b,10.13509100,,3.700,,,0.160000,,,3410.00,0.44,0.43,-1.635
4079,K2-95 b,10.13380000,,,,,,,,3411.00,0.41,0.41,-1.678
4080,K2-97 b,8.40672600,0.086000,10.610,,,,1499,,4717.00,4.47,1.20,
4081,K2-97 b,8.40600000,,,,,,,,4642.56,4.71,,
4082,K2-97 b,8.40527600,,8.043,,,,,,4836.00,2.95,1.05,
4083,K2-97 b,8.40685000,,10.880,,,,,,,4.09,,
4084,K2-97 b,8.40695100,,11.500,,,,,,,4.79,,
4085,K2-97 b,,0.081000,14.684,152.55840,,0.220000,,,,4.20,1.16,
4086,K2-97 b,8.40610000,,14.684,349.61300,,,,,4790.00,4.20,1.16,
4087,K2-97 b,8.40610000,,14.684,152.55840,,,,,4790.00,4.20,1.16,
4088,K2-98 b,10.13682000,,4.600,,,,,,,1.37,,
4089,K2-98 b,10.13892836,,,,,,,,6283.00,1.51,1.23,0.504
4090,K2-98 b,10.13675000,0.094300,4.300,32.20000,2.15000,0.000000,1102,F8 V,6120.00,1.31,1.07,
4091,K2-98 b,10.13679600,,5.008,,,,,,6095.00,1.51,1.16,
4092,K2-98 b,10.13652700,,4.500,,,,,,,1.39,,
4093,K2-98 b,10.13600000,,,,,,,,6283.00,1.51,1.23,0.504
4094,K2-98 b,10.13644800,0.097400,5.200,,,,1092,,6172.00,1.57,1.20,
4095,K2-99 b,18.24900000,0.159000,14.460,308.29510,,0.190000,,G0 IV,5990.00,3.10,1.60,
4096,K2-99 b,18.25000000,,,,,,,,6073.27,2.73,1.14,0.961
4097,K2-99 b,18.24841000,,12.480,,,,,,,2.71,,
4098,K2-99 b,18.24870800,,10.536,,,,,,6033.00,2.28,1.42,
4099,K2-99 b,18.25221300,,8.300,,,,,,,1.98,,
4100,K2-99 b,18.25198500,0.159700,11.730,,,,1113,,6217.00,2.63,1.63,
4101,KELT-1 b,1.21749448,,,,,,,,6596.04,1.46,1.38,0.562
4102,KELT-1 b,1.21749400,,,,,0.003700,,,6596.04,1.46,1.38,0.562
4103,KELT-1 b,1.21751400,0.024660,12.442,8654.15000,24.70000,0.009900,,,6518.00,1.46,1.32,0.542
4104,KELT-10 b,4.16627390,0.052500,15.681,215.80657,0.30800,,1377,G0 V,5948.00,1.21,1.11,0.217
4105,KELT-11 b,4.73609400,,13.693,,,,1565,,5370.00,2.72,,
4106,KELT-11 b,4.73610000,,15.132,54.34893,,0.000700,,,5375.00,2.69,1.44,
4107,KELT-11 b,4.73620830,0.062500,,,,0.030000,,,5326.00,2.79,,
4108,KELT-11 b,4.73626000,0.062600,,,,0.700000,,,5326.00,2.83,1.46,
4109,KELT-11 b,4.73620495,,,,,,,,5326.00,2.79,,
4110,KELT-11 b,4.73652900,0.062290,15.356,61.97685,0.09300,0.000000,1712,,5370.00,2.72,1.44,0.744
4111,KELT-12 b,5.03162300,0.067080,19.952,301.93850,0.20900,0.000000,1800,,6279.00,2.37,1.59,0.892
4112,KELT-14 b,1.71005880,0.029560,17.038,380.12468,0.42100,0.000000,1904,,5802.00,1.37,1.18,0.279
4113,KELT-14 b,1.71005660,0.030050,19.537,408.09372,0.32200,0.000000,1970,G4,5720.00,1.52,1.24,
4114,KELT-15 b,3.32944000,,19.504,416.35730,,0.000000,,,6003.00,1.78,2.06,
4115,KELT-15 b,3.32944100,0.046130,16.175,289.22530,0.36000,0.000000,1642,,6003.00,1.48,1.18,0.412
4116,KELT-16 b,0.96899510,0.020440,15.861,874.03250,1.20000,0.000000,2453,F7 V,6236.00,1.36,1.21,0.401
4117,KELT-17 b,3.08017160,0.048810,17.094,416.35730,0.46000,,2087,A,7454.00,1.65,1.64,0.876
4118,KELT-18 b,2.87175180,0.045500,17.598,375.03940,0.37700,0.000000,2085,F4 V,6670.00,1.91,1.52,0.813
4119,KELT-18 b,2.87169920,,,,,,,,6840.00,1.91,1.48,0.857
4120,KELT-19 A b,4.61170930,0.063700,21.409,1293.56810,0.74400,,1935,A8 V,7500.00,1.83,1.62,0.978
4121,KELT-2 A b,4.11379000,,15.132,540.31100,,0.000000,,,6327.00,1.93,1.54,
4122,KELT-2 A b,4.11379120,0.054960,14.415,483.71700,,0.000000,,,6151.00,1.83,1.31,
4123,KELT-2 A b,4.11379100,0.054970,14.460,485.32641,0.91000,0.081000,,,6148.00,1.83,1.31,
4124,KELT-20 b,3.47410850,0.054200,19.515,1074.90106,0.80600,,2262,A2 V,8720.00,1.56,1.76,1.104
4125,KELT-20 b,3.47411900,0.057000,20.512,5403.11000,,0.000000,2260,A2,8980.00,1.60,1.89,
4126,KELT-21 b,3.61276470,0.052240,17.777,1242.71530,1.24000,0.000000,2051,A8 V,7598.00,1.64,1.46,0.905
4127,KELT-23 A b,2.25528783,,,,,,,,5898.00,0.96,1.07,0.005
4128,KELT-23 A b,2.25525100,0.033020,14.830,298.12454,0.50300,0.000000,1561,G2 V,5899.00,1.00,0.94,0.034
4129,KELT-24 b,5.55149180,,,,,0.033000,,,6321.17,1.55,1.25,0.538
4130,KELT-24 b,5.55149260,0.069690,14.258,1646.35940,3.13000,0.077000,1459,,6509.00,1.51,1.46,0.565
4131,KELT-3 b,2.70338500,,,,,,,,6518.00,1.61,1.34,0.625
4132,KELT-3 b,2.70339000,0.041230,15.076,469.75274,0.75000,0.035000,,,6308.00,1.47,1.28,
4133,KELT-3 b,2.70339040,0.041220,15.076,469.41500,0.75000,0.000000,1816,,6306.00,1.47,1.28,0.489
4134,KELT-3 b,2.70339000,,17.486,616.59020,,0.000000,,,6304.00,1.70,1.96,
4135,KELT-4 A b,2.98959320,0.043170,19.044,286.68266,0.22800,0.000000,1823,F,6206.00,1.60,1.20,0.535
4136,KELT-6 b,7.84570000,0.079390,13.372,136.66100,0.31100,0.220000,1313,F8,6102.00,1.58,1.08,0.493
4137,KELT-6 b,7.84570000,,14.572,165.27160,,0.220000,,,6102.00,1.73,1.42,
4138,KELT-6 b,7.84558210,0.080000,13.227,,,0.029000,,,6272.00,1.53,1.13,
4139,KELT-6 b,7.84558200,0.080400,13.227,140.48086,0.33300,0.036000,,,6272.00,1.53,1.13,
4140,KELT-6 c,1276.00000000,2.390000,,,,0.210000,,,6272.00,1.53,1.13,
4141,KELT-7 b,2.73478000,,,,,,,,6513.00,,,
4142,KELT-7 b,2.73477490,0.044150,17.183,406.82240,0.44200,0.000000,2048,F,6789.00,1.73,1.53,0.758
4143,KELT-7 b,2.73477000,,17.934,441.78370,,0.000000,,,6768.00,1.81,1.76,
4144,KELT-8 b,3.24407960,,,,,,,,5703.00,1.39,1.02,0.265
4145,KELT-8 b,3.24406000,0.045500,20.849,272.69814,0.16500,0.047000,,,5754.00,1.67,1.21,
4146,KELT-8 b,3.24406000,,18.159,209.76780,,0.040000,,,5754.00,1.46,0.81,
4147,KELT-8 b,3.24406000,0.045710,20.849,275.55861,0.16700,0.035000,1675,G2 V,5754.00,1.67,1.21,
4148,KELT-9 b,,,19.986,775.50520,,,,,,2.18,1.98,
4149,KELT-9 b,1.48112350,0.034620,21.196,915.35040,0.53000,0.000000,4050,B9.5-A0,10170.00,2.36,2.52,1.724
4150,KIC 10001893 b,0.21970000,,,,,,,,27500.00,,,
4151,KIC 10001893 c,0.32528000,,,,,,,,27500.00,,,
4152,KIC 10001893 d,0.81161000,,,,,,,,27500.00,,,
4153,KIC 10068024 b,2.07354900,,,,,,,,6118.40,1.57,1.22,
4154,KIC 10525077 b,854.08300000,,5.500,,,,,,6091.00,1.01,1.01,
4155,KIC 3558849 b,1322.30000000,,6.900,,,,,,6175.00,1.01,0.98,
4156,KIC 5095269 b,237.68977000,0.800000,,2445.06619,,0.060300,,F7 V,,,1.21,
4157,KIC 5437945 b,440.78613400,1.145500,6.700,,,0.000000,308,,6340.00,1.39,1.03,
4158,KIC 5437945 b,440.78437550,1.145500,7.230,,,0.000000,308,,6340.00,1.39,1.03,
4159,KIC 5437945 b,440.78613400,1.145500,6.700,,,0.000000,308,,6340.00,1.39,1.03,
4160,KIC 5437945 b,440.78130000,,6.400,,,,,,6340.00,1.24,1.07,
4161,KIC 5437945 b,440.78437550,,,,,,,,5976.19,1.95,1.10,0.641
4162,KIC 5437945 b,440.78613400,1.145500,6.700,,,0.000000,308,,6340.00,1.39,1.03,
4163,KIC 5437945 b,440.78613400,,6.050,,,,,,6146.00,1.26,1.17,
4164,KIC 5479689 b,1.70153100,,,,,,,,5459.10,0.89,0.97,
4165,KIC 5951458 b,1320.10000000,,6.600,,,,,,6258.00,1.52,0.98,
4166,KIC 7917485 b,840.00000000,,,,,0.150000,,A,7067.00,,1.63,0.996
4167,KIC 8121913 b,3.29460100,,,,,,,,5975.30,2.23,1.46,
4168,KIC 8540376 b,31.80990000,,4.100,,,,,,6474.00,1.26,1.04,
4169,KIC 8540376 c,75.20000000,,2.400,,,,,,6474.00,1.26,1.04,
4170,KIC 9663113 b,572.39790000,1.369000,5.000,,,0.000000,234,,6081.00,1.04,1.04,
4171,KIC 9663113 b,572.38470000,,4.600,,,,,,6065.00,1.03,0.98,
4172,KIC 9663113 b,572.37663200,1.406200,5.800,,,0.000000,264,,6226.00,1.30,1.13,
4173,KIC 9663113 b,,,9.935,,,,,,6218.00,2.22,,
4174,KIC 9663113 b,572.38327700,1.333700,3.780,,,0.000000,232,,6065.00,1.01,0.96,
4175,KIC 9663113 b,572.38327700,1.333700,3.780,,,0.000000,232,,6065.00,1.01,0.96,
4176,KIC 9663113 b,572.37663200,,,,,,,,6117.21,2.22,1.15,0.792
4177,KMT-2016-BLG-0212L b,,2.200000,,5700.00000,,,,,,,0.48,
4178,KMT-2016-BLG-0212L b,,4.600000,,10.90000,,,,,,,0.39,
4179,KMT-2016-BLG-0212L b,,5.500000,,6.30000,,,,,,,0.39,
4180,KMT-2016-BLG-0212L b,,4.200000,,5.80000,,,,,,,0.36,
4181,KMT-2016-BLG-1107L b,,0.342000,,1043.00000,,,,,,,0.09,
4182,KMT-2016-BLG-1107L b,,1.065000,,29.00000,,,,,,,0.02,
4183,KMT-2016-BLG-1397L b,,5.100000,,2200.00000,,,,,,,0.45,
4184,KMT-2016-BLG-1397L b,,,,,,,,,,,,
4185,KMT-2016-BLG-1820L b,,1.080000,,1450.00000,,,,,,,0.04,
4186,KMT-2016-BLG-1836L b,,2.700000,,700.00000,,,,,,,0.51,
4187,KMT-2016-BLG-1836L b,,2.700000,,730.00000,,,,,,,0.53,
4188,KMT-2016-BLG-1836L b,,3.500000,,700.00000,,,,,,,0.49,
4189,KMT-2016-BLG-1836L b,,2.600000,,730.00000,,,,,,,0.60,
4190,KMT-2016-BLG-1836L b,,3.500000,,700.00000,,,,,,,0.49,
4191,KMT-2016-BLG-1836L b,,3.600000,,700.00000,,,,,,,0.48,
4192,KMT-2016-BLG-1836L b,,3.500000,,700.00000,,,,,,,0.49,
4193,KMT-2016-BLG-2142L b,,0.830000,,4923.00000,,,,,,,0.07,
4194,KMT-2016-BLG-2142L b,,,,,,,,,,,,
4195,KMT-2016-BLG-2364L b,,2.630000,,1250.00000,,,,,,,0.50,
4196,KMT-2016-BLG-2397L b,,3.640000,,836.00000,,,,,,,0.64,
4197,KMT-2016-BLG-2397L b,,2.830000,,769.00000,,,,,,,0.62,
4198,KMT-2016-BLG-2605L b,,0.681000,,245.04570,,,,,,,0.06,
4199,KMT-2017-BLG-0165L b,,,,,,,,,,,,
4200,KMT-2017-BLG-0165L b,,3.450000,,34.00000,,,,,,,0.76,
4201,KMT-2017-BLG-1038L b,,1.800000,,640.00000,,,,,,,0.37,
4202,KMT-2017-BLG-1038L b,,1.900000,,760.00000,,,,,,,0.43,
4203,KMT-2017-BLG-1146L b,,1.700000,,270.00000,,,,,,,0.40,
4204,KMT-2017-BLG-1146L b,,1.600000,,230.00000,,,,,,,0.33,
4205,KMT-2018-BLG-0029L b,,4.540000,,8.69000,,,,,,,1.25,
4206,KMT-2018-BLG-0029L b,,4.270000,,7.59000,,,,,,,1.14,
4207,KMT-2018-BLG-0748L b,,0.620000,,60.00000,,,,,,,0.09,
4208,KMT-2018-BLG-1025L b,,1.305000,,6.05900,,,,,,,0.22,
4209,KMT-2018-BLG-1025L b,,0.508000,,4.44400,,,,,,,0.08,
4210,KMT-2018-BLG-1025L b,,0.650000,,4.44700,,,,,,,0.08,
4211,KMT-2018-BLG-1292L b,,6.560000,,1570.00000,,,,,,,1.25,
4212,KMT-2018-BLG-1292L b,,,,,,,,,,,,
4213,KMT-2018-BLG-1292L b,,6.030000,,1400.00000,,,,,,,1.09,
4214,KMT-2018-BLG-1743L b,,1.931000,,512.33939,,,,,,,0.42,
4215,KMT-2018-BLG-1743L b,,1.449000,,77.86796,,,,,,,0.19,
4216,KMT-2018-BLG-1976L b,,3.540000,,705.57906,,,,,,,0.65,
4217,KMT-2018-BLG-1976L b,,2.040000,,622.94368,,,,,,,0.65,
4218,KMT-2018-BLG-1990L b,,1.521000,,293.00000,,,,,,,0.23,
4219,KMT-2018-BLG-1990L b,,0.657000,,101.00000,,,,,,,0.07,
4220,KMT-2018-BLG-1990L b,,0.699000,,106.00000,,,,,,,0.08,
4221,KMT-2018-BLG-1990L b,,0.751000,,126.00000,,,,,,,0.08,
4222,KMT-2018-BLG-1990L b,,1.083000,,192.00000,,,,,,,0.15,
4223,KMT-2018-BLG-1990L b,,1.095000,,189.00000,,,,,,,0.15,
4224,KMT-2018-BLG-1990L b,,0.947000,,206.00000,,,,,,,0.11,
4225,KMT-2018-BLG-1990L b,,0.689000,,103.00000,,,,,,,0.08,
